epoch,loss,train acc,train mean IoU,total pos anchors,val acc,val IoU,val # segments
1,20.95854782436205,0.4097302282683883,0.6180818068211933,4337,0.415929203539823,0.48280730446777026,339
2,14.99734648828921,0.5534765534765534,0.6923545435732253,4329,0.7138643067846607,0.4958108273947325,339
3,13.162046478105628,0.5817805383022774,0.7021277489541323,4347,0.7374631268436578,0.48616344637504627,339
4,11.895344688581384,0.6006912442396314,0.7203521774328578,4340,0.7610619469026548,0.5626748869263503,339
5,11.024659434608791,0.6246828143021914,0.7351544406870707,4335,0.7492625368731564,0.5571883035951477,339
6,10.058370909483536,0.6297833102812356,0.7465249423668252,4338,0.7699115044247787,0.5613032005238552,339
7,9.942419868966807,0.6564516129032258,0.7446423192358345,4340,0.7522123893805309,0.5360289308307008,339
8,8.925296066118323,0.6583122556909634,0.7606620022779689,4349,0.7551622418879056,0.5426900263206225,339
9,8.888420482303784,0.6566098572086596,0.7623952290605698,4342,0.7964601769911505,0.5821022391617257,339
10,8.60098009524138,0.677493665054135,0.7591220649570503,4341,0.7817109144542773,0.6001041689139693,339
11,8.231683324730914,0.6738276738276738,0.7650163235167139,4329,0.7728613569321534,0.5453275489116137,339
12,8.422867372761601,0.6771073238139106,0.7567249090094359,4342,0.7787610619469026,0.581190813235903,339
13,8.278389072418213,0.6724257083621286,0.7502500134893393,4341,0.7846607669616519,0.5869935358920518,339
14,7.69935246343198,0.6849000229832223,0.7745318800602018,4351,0.7404129793510325,0.5301326727171038,339
15,7.748981923642366,0.6889247064241308,0.7749547774146391,4343,0.7728613569321534,0.5889171265906228,339
16,7.662346164039944,0.6958323739350679,0.7667865379574084,4343,0.7964601769911505,0.6006417192516217,339
17,7.5746390176856,0.698570110701107,0.7746323659326726,4336,0.8112094395280236,0.6053469673996011,339
18,7.365877503934114,0.702671579917089,0.7800637121807593,4342,0.8082595870206489,0.6086129799101848,339
19,7.373355886210566,0.7043778801843318,0.7762121387947236,4340,0.7964601769911505,0.5584062404665993,339
20,7.3256164364192795,0.7194925028835063,0.7715746752317577,4335,0.7876106194690266,0.5679742317073566,339
21,7.315743547937144,0.7078341013824885,0.7730628406629514,4340,0.8230088495575221,0.5941846854258522,339
22,6.936190275523973,0.7219534669431007,0.778938160730873,4341,0.7876106194690266,0.5832689912870268,339
23,6.806441893784896,0.7156343541330877,0.7790045537689649,4343,0.8407079646017699,0.6175278280799499,339
24,6.668353833322939,0.7217871948410871,0.7828817858149558,4342,0.8289085545722714,0.5992643912204542,339
25,6.574766256498254,0.7262261109831913,0.7862890333208185,4343,0.8259587020648967,0.6319283400913609,339
26,6.661592583034349,0.7300599354541263,0.7894953104191453,4338,0.8348082595870207,0.6031814106177774,339
27,6.715965204653533,0.7155033402441834,0.7878366518555416,4341,0.8259587020648967,0.5982512325211691,339
28,6.783982664605846,0.7253278122843341,0.7802856179493382,4347,0.8259587020648967,0.6037268648333295,339
29,6.642359080521957,0.7101984310106138,0.7809119228818963,4334,0.8230088495575221,0.6067699151724247,339
30,6.856249172791191,0.7270214236351071,0.7642938363670176,4341,0.8348082595870207,0.6082407853186617,339
31,6.194264443024345,0.7391404274879338,0.803431403972898,4351,0.8348082595870207,0.5890924968404129,339
32,5.987174143998519,0.7624195032198712,0.8050650661164386,4348,0.831858407079646,0.5980473024773408,339
33,5.783779755882595,0.7594557195571956,0.8091343122417307,4336,0.8436578171091446,0.5931338696843478,339
34,5.933070135116577,0.7682898684514193,0.8067057258044521,4333,0.8348082595870207,0.5831984144929132,339
35,5.953809358762658,0.7543212721825305,0.8056545671733574,4339,0.8348082595870207,0.6028150143910768,339
36,5.915598579075025,0.7593656630659619,0.8048456314610746,4351,0.8407079646017699,0.5942929611663453,339
37,5.956104334540989,0.7580719557195572,0.8077663700563158,4336,0.8436578171091446,0.6006243583796141,339
38,5.793253552395364,0.7599631421331491,0.8099336374998093,4341,0.8289085545722714,0.6031653272829912,339
39,5.873920417868573,0.7684865238424327,0.8060942023214759,4341,0.8407079646017699,0.5966071400337772,339
40,5.829477324693099,0.7656537753222836,0.8074364136333024,4344,0.8436578171091446,0.5946223524378983,339
41,5.843779806468798,0.7519576232151083,0.8090580632798126,4342,0.8466076696165191,0.5987809002290985,339
42,5.857228583874909,0.7567380787836904,0.8071989529946902,4341,0.8436578171091446,0.5907135746916209,339
43,5.784676593282948,0.7586605080831409,0.8096184901162754,4330,0.8377581120943953,0.5979946826077595,339
44,5.771578496435414,0.7646787934607414,0.8101479644492872,4343,0.831858407079646,0.593044959422688,339
45,5.7837957174881645,0.7613007380073801,0.8085083570447663,4336,0.8348082595870207,0.5907356575469115,339
46,5.742045106058535,0.7637033625057578,0.8076528238259514,4342,0.8377581120943953,0.5744436025918922,339
47,5.811116647720337,0.7518987341772152,0.8077991903114147,4345,0.8466076696165191,0.5981412341981995,339
48,5.744048178714254,0.7615101289134438,0.8084453954365403,4344,0.8348082595870207,0.5939217725561106,339
49,5.757642609140147,0.7614552152889708,0.8069312116293217,4343,0.8348082595870207,0.5898721018988651,339
50,5.797808649228966,0.7569684404515089,0.8092197720560041,4341,0.8466076696165191,0.582890527245652,339
