epoch,loss,train acc,train mean IoU,total pos anchors,val acc,val IoU,val # segments
1,19.30469105694745,0.3568992952943851,0.609071567741454,4399,0.6779661016949152,0.5056315913153264,177
2,14.679641431516355,0.5214123006833713,0.6902462493974963,4390,0.7175141242937854,0.4976656236075933,177
3,13.083264230607867,0.577787871905519,0.7058089234830632,4403,0.6271186440677966,0.45327382875182454,177
4,11.997769832611084,0.601775956284153,0.7099793722370558,4392,0.7344632768361582,0.4957647659996026,177
5,11.263257245759707,0.615087480118155,0.7253050395770206,4401,0.7853107344632768,0.5233918400499126,177
6,10.56695034267666,0.6339468302658486,0.7353775107674351,4401,0.7796610169491526,0.5648780320998142,177
7,10.286981745883152,0.6541609822646658,0.7403086174819365,4398,0.807909604519774,0.545105797116827,177
8,9.843846445685035,0.6386116152450091,0.7507687001414115,4408,0.8135593220338984,0.5972695537872349,177
9,9.44300923046765,0.6653005464480874,0.7528225336576478,4392,0.8022598870056498,0.5316697800525884,177
10,9.331108574394706,0.6846887778282599,0.7508081551482622,4402,0.7740112994350282,0.6547208617837978,177
11,9.040589491526285,0.668409090909091,0.7649918362228575,4400,0.7966101694915254,0.5892747293222161,177
12,8.669970662744195,0.6964041875284479,0.7654414687502822,4394,0.807909604519774,0.533495207067736,177
13,8.577804226059097,0.7054950045413261,0.7610557149262742,4404,0.8135593220338984,0.490213141652439,177
14,8.466492253380853,0.6992018244013684,0.7706029590522844,4385,0.807909604519774,0.5925342746166578,177
15,8.33403812872397,0.7116871305138699,0.7690639154915085,4398,0.8135593220338984,0.6271641574520969,177
16,8.411582603110924,0.719808960654992,0.7602650266406918,4397,0.8135593220338984,0.5952669935741776,177
17,8.263147044826198,0.7141882673942701,0.7688777133961201,4398,0.807909604519774,0.6095041612542532,177
18,7.940175692240397,0.7072838665759019,0.7781593883299407,4407,0.7853107344632768,0.5696695885846196,177
19,7.928880536878431,0.7191547375596455,0.7640081122794646,4401,0.8135593220338984,0.5588878173253436,177
20,7.921801850602433,0.7140259149806775,0.767438569534037,4399,0.8135593220338984,0.5479980563117992,177
