epoch,loss,train acc,train mean IoU,total pos anchors,val acc,val IoU,val # segments
1,15.678776277078164,0.32943871706758304,0.6257651046811586,4365,0.7062146892655368,0.5233045816606129,177
2,11.448378790606249,0.5326136885622417,0.7054796064228324,4354,0.7401129943502824,0.5185964792886721,177
3,10.318028763607815,0.5669038329125545,0.7147486470772828,4357,0.7627118644067796,0.5478077277469321,177
4,9.621932459307146,0.5892487939352171,0.7271818362825377,4353,0.7570621468926554,0.5664344546295994,177
5,8.938250631899447,0.6,0.7315321522298467,4365,0.7401129943502824,0.4577391593937574,177
6,8.474490990509858,0.6346948141349242,0.7297439057646002,4358,0.7796610169491526,0.4860314851387593,177
7,8.108213162636972,0.6444138563890801,0.735869807889695,4359,0.7740112994350282,0.5962354199140542,177
8,7.69949399673187,0.644367816091954,0.7527008433203124,4350,0.7570621468926554,0.4692033172770747,177
9,7.4526561573819,0.6710978684391474,0.7491163780951543,4363,0.7909604519774012,0.49125452972783534,177
10,7.37759847039575,0.669880624426079,0.7552447517505881,4356,0.7570621468926554,0.5163196855216475,177
11,7.3038606042260525,0.6717102246675837,0.7551349460768609,4362,0.7853107344632768,0.5304147309469477,177
12,6.992823493373287,0.6807242722897089,0.7689628315501748,4363,0.7966101694915254,0.5948451344294707,177
13,6.914927340842582,0.6860945387792565,0.7622404260972688,4358,0.7853107344632768,0.6132675895707635,177
14,6.969856038823858,0.6869545245751033,0.7608727203642746,4354,0.807909604519774,0.6256471194437365,177
15,6.7890391113521815,0.6943361614308645,0.768675859854413,4361,0.8135593220338984,0.6009395973172974,177
16,6.721667255367245,0.6877297794117647,0.7708094291253513,4352,0.7627118644067796,0.5085388918528126,177
17,6.475822959934269,0.7046548956661316,0.7708709088030494,4361,0.7853107344632768,0.589774799184408,177
18,6.379074126750499,0.7054103622191655,0.7731582484084275,4362,0.7796610169491526,0.5435391029334821,177
19,6.379796803534568,0.7118954847581939,0.7595136313038846,4363,0.7853107344632768,0.5991953132309578,177
20,6.325882247976355,0.7193022722056461,0.779825089359429,4357,0.7853107344632768,0.5939913633989103,177
