epoch,loss,train acc,train mean IoU,total pos anchors,val acc,val IoU,val # segments
1,12.197519362509787,0.33431684067181117,0.6280653626599645,4406,0.7005649717514124,0.49465405114799493,177
2,8.87559582306458,0.5370286233530214,0.698879275751455,4402,0.6101694915254238,0.5121508348628661,177
3,7.94331557901056,0.5643294758339006,0.7125842454187098,4407,0.7401129943502824,0.5508500684419131,177
4,7.389857809822838,0.5884492951341519,0.7185703885542272,4398,0.7344632768361582,0.5486559318592289,177
5,6.967112706588195,0.6060054595086443,0.7271576708016656,4396,0.768361581920904,0.4953087240073185,177
6,6.544733494251698,0.615,0.7246717344837557,4400,0.768361581920904,0.5868042991358093,177
7,6.035014945107537,0.6440254429804634,0.7489299894005731,4402,0.7627118644067796,0.5500140395103181,177
8,5.88440693820919,0.6420145190562614,0.747658805915172,4408,0.7796610169491526,0.5989032959732197,177
9,5.688310221508816,0.647112323783538,0.7510918965601885,4398,0.768361581920904,0.5698316889677837,177
10,5.564960453961347,0.6663638428344311,0.7509059937886127,4403,0.768361581920904,0.5092530037170195,177
11,5.484931507626095,0.6787741203178207,0.7517884024565789,4405,0.8022598870056498,0.5275814093799199,177
12,5.13628118961781,0.6779391738538357,0.7669888068805762,4406,0.7853107344632768,0.5682759281136731,177
13,5.196266193647642,0.6772727272727272,0.7602674953382618,4400,0.7909604519774012,0.5878005562837394,177
14,5.1855464067545025,0.6800635785649409,0.7546075125810574,4404,0.7853107344632768,0.6254988029406364,177
15,4.982135620203104,0.6789449749886312,0.7661122017459523,4398,0.7796610169491526,0.6040485026408945,177
16,5.120877671886134,0.681973175721755,0.7488528817439379,4399,0.7796610169491526,0.5981833515448095,177
17,4.917501610678595,0.6819836214740673,0.7692823674981077,4396,0.8022598870056498,0.595841782785631,177
18,4.645657648911348,0.69561263923619,0.7755997745856001,4399,0.7909604519774012,0.6085200520642139,177
19,4.6778462491593915,0.6934240362811791,0.7644485404101952,4410,0.7909604519774012,0.5602792195773976,177
20,4.795939701097506,0.688167158755394,0.7671003301626584,4403,0.7740112994350282,0.5146600092642656,177
